sujet	session	treatment	trial	accuracy	conf	rt_trial	rt_conf	xc	xc_real	xc_diff	xc_o	s_o	stimuli	treat_block_e	treat_block_h	treat_mixed	keyword	elicit	gain	age	payment	hard	mixed
1	1	3	1	0	0.6	1.524385227	1.680846369	5	5	60	53	0	1	200	1	197	1	0	2	20	18.4	0	1
1	1	3	2	1	0.9	1.091768961	0.76785885	5	5	53	53	1	0	199	2	69	1	1	3	20	18.4	1	1
1	1	3	3	1	0.8	1.13923562	0.758983867	5	5	53	53	0	0	198	3	89	1	1	1	20	18.4	1	1
1	1	3	4	1	0.8	1.220639979	1.280170675	5	5	53	53	0	1	197	4	33	2	1	1	20	18.4	1	1
1	1	3	5	0	0.5	2.283392186	1.625881902	5	5	53	53	0	1	196	5	66	1	0	2	20	18.4	1	1
1	1	3	6	1	0.8	1.188501522	0.753059194	5	5	60	53	1	1	195	6	148	2	1	3	20	18.4	0	1
1	1	3	7	0	0.7	1.356586416	1.132349234	5	5	53	53	1	1	194	7	97	1	1	3	20	18.4	1	1
1	1	3	8	1	0.7	1.164210139	1.272093325	5	5	53	53	1	0	193	8	75	1	1	3	20	18.4	1	1
1	1	3	9	1	0.8	1.30781314	1.211700018	5	5	60	53	0	1	192	9	172	2	1	3	20	18.4	0	1
1	1	3	10	1	0.7	1.301775253	1.131990989	5	5	53	53	1	0	191	10	17	1	1	1	20	18.4	1	1
1	1	3	11	1	0.9	1.2676711	0.62774144	5	5	60	53	0	1	190	11	164	2	1	1	20	18.4	0	1
1	1	3	12	1	0.6	1.484012267	1.655747731	5	5	60	53	1	1	189	12	141	2	1	1	20	18.4	0	1
1	1	3	13	1	0.9	1.403688737	0.94725524	5	5	53	53	0	0	188	13	39	1	1	1	20	18.4	1	1
1	1	3	14	1	0.8	1.555969157	1.379308962	5	5	60	53	1	1	187	14	150	2	1	1	20	18.4	0	1
1	1	3	15	1	0.8	1.632822169	2.284841651	5	5	53	53	0	0	186	15	54	1	1	1	20	18.4	1	1
1	1	3	16	1	0.6	2.868285985	0.739779434	5	5	53	53	0	1	185	16	14	2	0	4	20	18.4	1	1
1	1	3	17	1	0.9	1.503520423	0.595890349	5	5	53	53	0	0	184	17	42	1	1	1	20	18.4	1	1
1	1	3	18	1	0.8	1.156053571	0.491846318	5	5	60	53	1	0	183	18	190	1	1	1	20	18.4	0	1
1	1	3	19	1	0.7	1.324187855	0.843485746	5	5	53	53	1	0	182	19	62	1	1	1	20	18.4	1	1
1	1	3	20	1	0.9	1.404112729	0.784953261	5	5	60	53	1	1	181	20	127	2	1	1	20	18.4	0	1
1	1	3	21	0	0.6	1.606713582	0.507720709	5	5	53	53	1	1	180	21	57	1	0	4	20	18.4	1	1
1	1	3	22	1	0.7	1.516154572	1.046979485	5	5	53	53	0	1	179	22	90	2	1	1	20	18.4	1	1
1	1	3	23	1	1	1.971798903	0.721075646	5	5	53	53	0	0	178	23	77	1	1	1	20	18.4	1	1
1	1	3	24	0	0.8	1.435891017	1.000875247	5	5	60	53	1	1	177	24	106	1	0	2	20	18.4	0	1
1	1	3	25	1	0.9	1.396414792	0.787670086	5	5	53	53	1	0	176	25	80	1	1	1	20	18.4	1	1
1	1	3	26	0	0.6	2.107414998	0.798271508	5	5	53	53	1	0	175	26	51	2	0	2	20	18.4	1	1
1	1	3	27	1	0.9	1.336149453	0.756128812	5	5	60	53	0	1	174	27	102	2	1	1	20	18.4	0	1
1	1	3	28	1	0.8	1.439603038	1.554539833	5	5	60	53	0	0	173	28	161	1	1	1	20	18.4	0	1
1	1	3	29	1	0.6	1.460812616	0.819305653	5	5	53	53	1	1	172	29	2	2	1	3	20	18.4	1	1
1	1	3	30	1	0.8	1.328102251	1.545925917	5	5	60	53	0	0	171	30	122	1	1	1	20	18.4	0	1
1	1	3	31	0	0.8	1.043290427	0.720083015	5	5	53	53	1	1	170	31	37	1	0	2	20	18.4	1	1
1	1	3	32	1	0.8	1.092793022	0.835946565	5	5	53	53	1	0	169	32	99	1	1	1	20	18.4	1	1
1	1	3	33	0	0.8	0.892616497	1.118940865	5	5	53	53	1	1	168	33	34	1	0	2	20	18.4	1	1
1	1	3	34	1	0.6	1.909433806	0.646467679	5	5	60	53	1	1	167	34	198	2	1	3	20	18.4	0	1
1	1	3	35	1	0.9	1.419829005	0.315285419	5	5	53	53	0	0	166	35	74	1	1	1	20	18.4	1	1
1	1	3	36	1	0.7	1.142844048	1.796964892	5	5	60	53	1	0	165	36	196	1	1	1	20	18.4	0	1
1	1	3	37	1	0.9	1.464119888	0.324947129	5	5	53	53	1	1	164	37	44	2	1	1	20	18.4	1	1
1	1	3	38	0	0.7	1.766808682	1.364503213	5	5	53	53	0	1	163	38	52	1	1	3	20	18.4	1	1
1	1	3	39	1	0.8	1.747312072	0.763918475	5	5	53	53	0	0	162	39	3	1	1	1	20	18.4	1	1
1	1	3	40	0	0.7	1.258290661	2.155860946	5	5	53	53	1	1	161	40	7	1	0	2	20	18.4	1	1
1	1	3	41	1	0.7	1.263085435	1.331913182	5	5	53	53	0	0	160	41	5	1	1	1	20	18.4	1	1
1	1	3	42	1	1	1.524439108	0.643081831	5	5	60	53	0	1	159	42	103	2	1	1	20	18.4	0	1
1	1	3	43	1	0.9	1.249723571	0.755548628	5	5	60	53	1	1	158	43	109	2	1	1	20	18.4	0	1
1	1	3	44	1	0.9	1.277116965	0.3928546	5	5	60	53	1	0	157	44	170	1	1	1	20	18.4	0	1
1	1	3	45	1	0.8	1.099848235	0.507660734	5	5	60	53	1	0	156	45	183	1	1	3	20	18.4	0	1
1	1	3	46	1	0.8	1.49818331	1.019216941	5	5	53	53	0	0	155	46	46	1	1	1	20	18.4	1	1
1	1	3	47	1	0.9	1.092000521	0.910609376	5	5	53	53	0	0	154	47	96	1	1	1	20	18.4	1	1
1	1	3	48	1	0.9	1.121813111	0.355817777	5	5	60	53	1	1	153	48	185	2	1	1	20	18.4	0	1
1	1	3	49	1	1	0.60916594	1.211361658	5	5	60	53	1	0	152	49	186	1	1	1	20	18.4	0	1
1	1	3	50	0	0.7	1.172689352	0.603888161	5	5	53	53	1	1	151	50	84	1	1	3	20	18.4	1	1
1	1	3	51	1	0.8	1.195961485	0.42853702	5	5	53	53	0	0	150	51	64	1	1	1	20	18.4	1	1
1	1	3	52	0	0.6	1.059089128	0.691128994	5	5	53	53	1	1	149	52	83	1	0	2	20	18.4	1	1
1	1	3	53	1	0.7	1.044644831	1.059600164	5	5	60	53	1	0	148	53	140	1	1	1	20	18.4	0	1
1	1	3	54	1	0.9	1.004715107	0.442848218	5	5	60	53	0	1	147	54	119	2	1	3	20	18.4	0	1
1	1	3	55	0	0.6	1.316575871	0.307928087	5	5	53	53	0	1	146	55	32	1	0	2	20	18.4	1	1
1	1	3	56	1	0.8	1.060965985	2.147404183	5	5	53	53	1	1	145	56	56	2	1	3	20	18.4	1	1
1	1	3	57	1	0.6	4.675524523	0.49497559	5	5	53	53	1	0	144	57	30	1	1	3	20	18.4	1	1
1	1	3	58	1	0.7	1.123785543	0.99603493	5	5	60	53	0	0	143	58	113	1	1	1	20	18.4	0	1
1	1	3	59	1	0.6	1.310917075	0.92070438	5	5	60	53	1	1	142	59	153	2	1	3	20	18.4	0	1
1	1	3	60	1	0.8	1.055927463	0.739671351	5	5	53	53	0	1	141	60	73	2	1	3	20	18.4	1	1
1	1	3	61	0	0.9	1.185973602	0.539052553	5	5	60	53	0	1	140	61	104	1	0	2	20	18.4	0	1
1	1	3	62	1	0.6	1.43524284	0.993277053	5	5	53	53	0	0	139	62	23	1	1	1	20	18.4	1	1
1	1	3	63	1	0.6	1.093970387	2.444423598	5	5	60	53	1	0	138	63	132	1	1	3	20	18.4	0	1
1	1	3	64	0	0.7	1.827530727	2.321365321	5	5	53	53	0	1	137	64	31	1	0	2	20	18.4	1	1
1	1	3	65	1	0.9	1.083983466	0.819087242	5	5	53	53	1	0	136	65	72	1	1	1	20	18.4	1	1
1	1	3	66	1	0.7	1.237808798	0.918039191	5	5	53	53	1	1	135	66	45	2	1	1	20	18.4	1	1
1	1	3	67	1	0.8	1.039608554	1.411580197	5	5	60	53	0	0	134	67	116	1	1	1	20	18.4	0	1
1	1	3	68	1	0.8	1.074662682	0.571775362	5	5	60	53	1	0	133	68	121	1	1	1	20	18.4	0	1
1	1	3	69	1	0.7	1.044217952	1.307236613	5	5	53	53	0	1	132	69	68	2	1	3	20	18.4	1	1
1	1	3	70	1	0.7	1.20514436	0.826026034	5	5	60	53	1	0	131	70	180	1	1	1	20	18.4	0	1
1	1	3	71	1	0.9	1.033203121	0.491612834	5	5	60	53	1	0	130	71	134	1	1	1	20	18.4	0	1
1	1	3	72	1	0.7	1.083381794	0.375147291	5	5	60	53	0	0	129	72	130	1	1	1	20	18.4	0	1
1	1	3	73	1	0.8	1.093249728	0.372048809	5	5	60	53	1	0	128	73	166	1	1	3	20	18.4	0	1
1	1	3	74	1	1	1.003754869	1.159255133	5	5	60	53	0	0	127	74	175	1	1	1	20	18.4	0	1
1	1	3	75	1	0.6	1.469288622	1.907482349	5	5	53	53	0	1	126	75	20	2	1	3	20	18.4	1	1
1	1	3	76	1	0.8	0.992040868	1.323640192	5	5	60	53	0	0	125	76	120	1	1	1	20	18.4	0	1
1	1	3	77	0	0.6	1.273233358	0.379560407	5	5	53	53	0	1	124	77	36	1	1	3	20	18.4	1	1
1	1	3	78	1	0.6	0.635535273	0.951432627	5	5	60	53	1	1	123	78	169	2	1	1	20	18.4	0	1
1	1	3	79	1	0.7	1.276890215	0.440198423	5	5	60	53	1	0	122	79	163	1	1	1	20	18.4	0	1
1	1	3	80	1	0.8	0.979637637	0.288659189	5	5	60	53	0	0	121	80	139	1	1	1	20	18.4	0	1
1	1	3	81	1	0.8	1.263365745	0.395988682	5	5	53	53	0	0	120	81	22	1	1	1	20	18.4	1	1
1	1	3	82	1	0.6	1.248725809	0.395851093	5	5	53	53	0	0	119	82	87	1	1	1	20	18.4	1	1
1	1	3	83	1	0.8	1.042250651	0.379431157	5	5	53	53	1	0	118	83	86	1	1	1	20	18.4	1	1
1	1	3	84	1	0.7	1.070444564	0.299240726	5	5	60	53	1	1	117	84	157	2	1	1	20	18.4	0	1
1	1	3	85	1	0.7	1.007797233	0.332031207	5	5	53	53	0	1	116	85	43	2	1	1	20	18.4	1	1
1	1	3	86	1	0.8	0.625442835	0.974696422	5	5	60	53	0	1	115	86	108	2	1	3	20	18.4	0	1
1	1	3	87	1	0.6	1.027271071	0.483100907	5	5	60	53	0	0	114	87	133	1	1	1	20	18.4	0	1
1	1	3	88	1	0.6	1.382663893	0.478882147	5	5	53	53	1	0	113	88	100	1	0	4	20	18.4	1	1
1	1	3	89	0	0.8	4.375211307	1.099254709	5	5	53	53	0	1	112	89	92	1	0	2	20	18.4	1	1
1	1	3	90	1	0.8	1.339916959	0.683551648	5	5	53	53	1	0	111	90	15	1	1	1	20	18.4	1	1
1	1	3	91	1	0.9	1.35812363	0.722836402	5	5	53	53	0	1	110	91	53	2	1	3	20	18.4	1	1
1	1	3	92	1	0.7	1.116131865	0.470973496	5	5	53	53	1	0	109	92	28	1	1	1	20	18.4	1	1
1	1	3	93	1	0.9	1.134805826	0.803300729	5	5	60	53	0	1	108	93	182	2	1	1	20	18.4	0	1
1	1	3	94	1	0.8	1.107370738	0.974156328	5	5	53	53	1	1	107	94	26	2	1	3	20	18.4	1	1
1	1	3	95	1	0.8	1.280044824	1.077705487	5	5	60	53	0	0	106	95	143	1	1	3	20	18.4	0	1
1	1	3	96	1	0.7	1.092326373	0.923481821	5	5	60	53	0	1	105	96	115	2	1	1	20	18.4	0	1
1	1	3	97	1	0.9	0.679774521	1.294471609	5	5	53	53	1	1	104	97	50	2	1	1	20	18.4	1	1
1	1	3	98	1	0.9	1.267463593	0.443323205	5	5	60	53	1	0	103	98	146	1	1	1	20	18.4	0	1
1	1	3	99	1	0.6	2.639972636	0.638045554	5	5	53	53	0	1	102	99	71	2	1	3	20	18.4	1	1
1	1	3	100	1	0.7	1.144240787	0.339622666	5	5	53	53	0	0	101	100	35	1	1	3	20	18.4	1	1
1	1	3	101	1	0.7	1.475607782	3.56547705	5	5	60	60	0	0	100	101	193	1	1	1	20	18.4	0	1
1	1	3	102	1	0.8	1.365974551	0.493690141	5	5	60	60	1	1	99	102	136	2	1	3	20	18.4	0	1
1	1	3	103	0	0.6	1.11586727	1.398792423	5	5	53	60	1	0	98	103	76	2	0	2	20	18.4	1	1
1	1	3	104	1	0.7	1.089056305	0.377074501	5	5	60	60	1	0	97	104	188	1	1	1	20	18.4	0	1
1	1	3	105	1	0.8	0.845812446	0.643118072	5	5	60	60	0	1	96	105	125	2	1	1	20	18.4	0	1
1	1	3	106	1	0.9	0.969389649	1.355544843	5	5	60	60	1	1	95	106	135	2	1	1	20	18.4	0	1
1	1	3	107	1	0.6	1.244757532	0.364578903	5	5	60	60	0	0	94	107	110	1	1	1	20	18.4	0	1
1	1	3	108	1	0.6	1.030132862	0.877321136	5	5	60	60	1	1	93	108	112	2	1	3	20	18.4	0	1
1	1	3	109	1	0.7	1.143800758	1.060206967	5	5	60	60	1	0	92	109	151	1	1	3	20	18.4	0	1
1	1	3	110	1	0.9	1.028735161	0.877205997	5	5	60	60	0	1	91	110	137	2	1	1	20	18.4	0	1
1	1	3	111	1	0.7	1.062584983	1.579492864	5	5	60	60	1	1	90	111	159	2	1	1	20	18.4	0	1
1	1	3	112	1	0.8	1.144752336	0.359806259	5	5	53	60	1	0	89	112	27	1	1	1	20	18.4	1	1
1	1	3	113	1	0.8	0.835947399	0.683771662	5	5	60	60	0	0	88	113	171	1	1	1	20	18.4	0	1
1	1	3	114	1	0.7	1.267548264	0.303142293	5	5	53	60	1	0	87	114	11	1	1	1	20	18.4	1	1
1	1	3	115	1	0.8	0.997151231	0.819875252	5	5	60	60	1	1	86	115	152	2	1	3	20	18.4	0	1
1	1	3	116	0	0.7	1.216980556	0.787246735	5	5	53	60	0	1	85	116	19	1	1	3	20	18.4	1	1
1	1	3	117	1	0.6	1.246223546	1.386874122	5	5	60	60	0	0	84	117	156	1	1	3	20	18.4	0	1
1	1	3	118	1	0.7	1.224959445	0.491100643	5	5	53	60	1	1	83	118	21	2	1	1	20	18.4	1	1
1	1	3	119	1	0.8	1.081058494	0.279541741	5	5	60	60	1	0	82	119	131	1	1	1	20	18.4	0	1
1	1	3	120	0	0.8	1.096160268	0.932205102	5	5	53	60	0	1	81	120	48	1	0	2	20	18.4	1	1
1	1	3	121	1	0.7	1.125003961	1.456613228	5	5	60	60	0	0	80	121	149	1	1	1	20	18.4	0	1
1	1	3	122	0	0.6	2.184129138	0.500904112	5	5	53	60	0	1	79	122	12	1	0	2	20	18.4	1	1
1	1	3	123	1	0.7	1.239021443	0.620101232	5	5	53	60	1	0	78	123	47	1	1	1	20	18.4	1	1
1	1	3	124	1	0.6	1.221046011	0.35635306	5	5	53	60	1	0	77	124	95	1	1	1	20	18.4	1	1
1	1	3	125	0	0.6	2.900890449	0.459553916	5	5	53	60	1	0	76	125	61	2	0	2	20	18.4	1	1
1	1	3	126	1	0.7	1.181672738	0.332729096	5	5	60	60	1	0	75	126	192	1	1	1	20	18.4	0	1
1	1	3	127	1	1	1.110410208	0.612103742	5	5	60	60	1	0	74	127	178	1	1	1	20	18.4	0	1
1	1	3	128	1	0.9	1.05752818	0.310860436	5	5	60	60	1	1	73	128	165	2	1	1	20	18.4	0	1
1	1	3	129	1	0.8	1.580156627	0.451209085	5	5	60	60	1	0	72	129	142	1	1	3	20	18.4	0	1
1	1	3	130	1	0.7	1.428530156	0.491416873	5	5	60	60	0	1	71	130	111	2	1	1	20	18.4	0	1
1	1	3	131	1	0.8	1.228923232	0.627177934	5	5	60	60	0	1	70	131	128	2	1	1	20	18.4	0	1
1	1	3	132	1	0.8	1.056487762	1.647034071	5	5	60	60	0	1	69	132	123	2	1	1	20	18.4	0	1
1	1	3	133	1	0.8	1.060250457	0.940327032	5	5	60	60	0	0	68	133	107	1	1	3	20	18.4	0	1
1	1	3	134	1	0.9	1.056588789	0.495305291	5	5	60	60	0	1	67	134	147	2	1	1	20	18.4	0	1
1	1	3	135	1	0.8	1.090954971	0.35623311	5	5	53	60	1	0	66	135	55	1	1	1	20	18.4	1	1
1	1	3	136	1	0.7	0.969753026	0.24444143	5	5	53	60	1	0	65	136	58	1	1	1	20	18.4	1	1
1	1	3	137	1	0.8	1.047143245	1.392673714	5	5	60	60	1	1	64	137	200	2	1	1	20	18.4	0	1
1	1	3	138	0	0.6	2.020059025	0.651276244	5	5	60	60	1	0	63	138	144	2	0	4	20	18.4	0	1
1	1	3	139	0	0.5	2.025550405	0.643739949	5	5	53	60	0	1	62	139	78	1	1	3	20	18.4	1	1
1	1	3	140	1	0.7	1.00295403	0.867140499	5	5	60	60	0	1	61	140	145	2	1	1	20	18.4	0	1
1	1	3	141	1	0.7	0.651351934	1.195512925	5	5	60	60	1	0	60	141	105	1	1	3	20	18.4	0	1
1	1	3	142	0	0.6	1.00242003	0.804599968	5	5	53	60	0	1	59	142	65	1	0	4	20	18.4	1	1
1	1	3	143	1	0.8	1.051746549	0.235286137	5	5	60	60	0	1	58	143	189	2	1	1	20	18.4	0	1
1	1	3	144	1	0.9	0.574801682	0.276591432	5	5	60	60	0	1	57	144	118	2	1	1	20	18.4	0	1
1	1	3	145	1	0.8	0.703677063	0.2742986	5	5	60	60	1	1	56	145	176	2	1	1	20	18.4	0	1
1	1	3	146	1	0.7	1.043502744	0.345138741	5	5	53	60	0	1	55	146	49	2	1	1	20	18.4	1	1
1	1	3	147	1	0.8	0.724321852	0.96372553	5	5	60	60	1	1	54	147	126	2	1	1	20	18.4	0	1
1	1	3	148	0	0.7	0.96332418	0.34655825	5	5	53	60	1	0	53	148	93	2	0	2	20	18.4	1	1
1	1	3	149	0	0.6	1.63605375	0.291534129	5	5	53	60	0	0	52	149	81	2	0	2	20	18.4	1	1
1	1	3	150	1	0.8	0.655013602	1.282573193	5	5	60	60	1	0	51	150	179	1	1	1	20	18.4	0	1
1	1	3	151	0	0.7	1.299340342	0.411003862	5	5	53	60	0	1	50	151	88	1	0	2	20	18.4	1	1
1	1	3	152	1	0.7	1.065599437	0.885514587	5	5	53	60	1	1	49	152	70	2	1	1	20	18.4	1	1
1	1	3	153	1	0.7	1.000740095	0.503079239	5	5	60	60	1	0	48	153	187	1	1	1	20	18.4	0	1
1	1	3	154	1	0.8	0.737837342	0.365727404	5	5	53	60	0	1	47	154	8	2	1	1	20	18.4	1	1
1	1	3	155	1	0.8	0.946294233	1.106288755	5	5	60	60	1	1	46	155	124	2	1	1	20	18.4	0	1
1	1	3	156	1	0.7	0.977473093	1.187150455	5	5	60	60	0	0	45	156	162	1	1	1	20	18.4	0	1
1	1	3	157	0	0.6	0.925034301	0.993472372	5	5	53	60	1	1	44	157	29	1	0	2	20	18.4	1	1
1	1	3	158	1	0.8	0.708761127	0.559970596	5	5	60	60	0	0	43	158	177	1	1	1	20	18.4	0	1
1	1	3	159	1	0.7	0.796314984	0.771783188	5	5	60	60	1	0	42	159	154	1	1	1	20	18.4	0	1
1	1	3	160	1	0.7	0.892037596	0.895579764	5	5	60	60	0	0	41	160	168	1	1	1	20	18.4	0	1
1	1	3	161	1	0.7	0.711687061	1.003084691	5	5	60	60	0	1	40	161	114	2	1	1	20	18.4	0	1
1	1	3	162	1	0.5	1.14837648	0.532480986	5	5	53	60	0	1	39	162	59	2	1	1	20	18.4	1	1
1	1	3	163	1	0.6	1.158760774	2.127633357	5	5	60	60	0	0	38	163	101	1	0	4	20	18.4	0	1
1	1	3	164	1	0.7	1.476845443	0.346560816	5	5	53	60	1	0	37	164	38	1	1	1	20	18.4	1	1
1	1	3	165	1	0.6	1.117871454	0.652737768	5	5	60	60	1	0	36	165	195	1	1	1	20	18.4	0	1
1	1	3	166	0	0.6	1.375904384	0.347037086	5	5	53	60	0	1	35	166	40	1	0	4	20	18.4	1	1
1	1	3	167	1	0.9	2.182233999	1.108106279	5	5	60	60	1	1	34	167	199	2	1	1	20	18.4	0	1
1	1	3	168	1	0.9	0.978426916	0.290838806	5	5	60	60	0	0	33	168	117	1	1	1	20	18.4	0	1
1	1	3	169	1	0.7	1.639714456	0.571865164	5	5	60	60	1	1	32	169	174	2	1	3	20	18.4	0	1
1	1	3	170	0	0.7	0.97507731	0.264110587	5	5	53	60	0	1	31	170	63	1	0	2	20	18.4	1	1
1	1	3	171	1	0.9	0.913038706	0.443081702	5	5	60	60	0	0	30	171	160	1	1	1	20	18.4	0	1
1	1	3	172	0	0.8	1.129535103	1.027158947	5	5	53	60	1	1	29	172	79	1	0	2	20	18.4	1	1
1	1	3	173	0	0.8	1.412221831	4.028929325	5	5	53	60	1	0	28	173	4	2	1	3	20	18.4	1	1
1	1	3	174	0	0.7	0.976395792	1.803953716	5	5	53	60	1	1	27	174	94	1	1	3	20	18.4	1	1
1	1	3	175	1	0.6	2.393320158	0.394320614	5	5	60	60	0	1	26	175	129	2	1	1	20	18.4	0	1
1	1	3	176	0	0.7	1.193234718	2.26040498	5	5	60	60	1	1	25	176	167	1	0	2	20	18.4	0	1
1	1	3	177	1	0.6	1.38001474	0.516143475	5	5	53	60	0	0	24	177	9	1	1	1	20	18.4	1	1
1	1	3	178	1	0.8	0.712303807	1.64404271	5	5	60	60	0	1	23	178	173	2	1	1	20	18.4	0	1
1	1	3	179	1	0.6	1.658082129	0.724385162	5	5	53	60	0	1	22	179	6	2	0	4	20	18.4	1	1
1	1	3	180	1	0.8	1.069913771	0.768221264	5	5	53	60	0	0	21	180	41	1	1	1	20	18.4	1	1
1	1	3	181	1	0.8	1.10771423	0.476937297	5	5	60	60	0	0	20	181	158	1	1	1	20	18.4	0	1
1	1	3	182	1	0.7	1.141285987	2.356458897	5	5	60	60	1	0	19	182	194	1	1	3	20	18.4	0	1
1	1	3	183	1	0.6	1.810965504	0.293482507	5	5	53	60	0	1	18	183	18	2	1	1	20	18.4	1	1
1	1	3	184	1	0.9	1.033631604	0.457851851	5	5	60	60	1	1	17	184	138	2	1	1	20	18.4	0	1
1	1	3	185	0	0.7	1.400092496	0.492097122	5	5	53	60	1	1	16	185	10	1	0	2	20	18.4	1	1
1	1	3	186	1	0.8	1.702743765	1.130888351	5	5	60	60	0	1	15	186	184	2	1	1	20	18.4	0	1
1	1	3	187	0	0.6	2.996194842	1.349582967	5	5	53	60	0	0	14	187	13	2	1	3	20	18.4	1	1
1	1	3	188	1	0.8	1.078649561	0.246918035	5	5	53	60	0	0	13	188	67	1	1	1	20	18.4	1	1
1	1	3	189	1	0.7	1.614960914	0.315512489	5	5	53	60	1	0	12	189	60	1	0	4	20	18.4	1	1
1	1	3	190	1	0.8	1.165736448	1.277047176	5	5	53	60	0	0	11	190	85	1	1	1	20	18.4	1	1
1	1	3	191	1	0.9	1.132153145	0.652044691	5	5	60	60	1	1	10	191	191	2	1	1	20	18.4	0	1
1	1	3	192	1	0.8	0.969131148	0.421098866	5	5	60	60	0	0	9	192	181	1	1	1	20	18.4	0	1
1	1	3	193	1	1	0.996646737	1.116075867	5	5	53	60	0	0	8	193	82	1	1	1	20	18.4	1	1
1	1	3	194	1	0.8	1.081044061	0.267089441	5	5	53	60	0	1	7	194	25	2	1	1	20	18.4	1	1
1	1	3	195	1	0.6	1.706930453	1.260582018	5	5	53	60	0	0	6	195	16	1	1	3	20	18.4	1	1
1	1	3	196	1	0.7	0.999981911	0.500977877	5	5	53	60	0	0	5	196	1	1	1	3	20	18.4	1	1
1	1	3	197	1	0.7	1.107088183	1.225325195	5	5	53	60	1	1	4	197	98	2	1	1	20	18.4	1	1
1	1	3	198	1	0.7	1.212326578	1.099460291	5	5	53	60	1	1	3	198	24	2	1	1	20	18.4	1	1
1	1	3	199	1	0.7	1.148267756	1.571087416	5	5	53	60	1	0	2	199	91	1	1	1	20	18.4	1	1
1	1	3	200	1	0.8	1.059762	1.25242545	5	5	60	60	1	1	1	200	155	2	1	1	20	18.4	0	1
2	1	3	1	1	0.6	1.120603098	1.330238476	5	5	60	53	0	1	200	1	197	2	1	1	18	16.2	0	1
2	1	3	2	1	0.7	1.059435376	2.558695599	5	5	53	53	1	0	199	2	69	1	1	1	18	16.2	1	1
2	1	3	3	1	0.5	1.001224066	0.79277786	5	5	53	53	0	0	198	3	89	1	1	3	18	16.2	1	1
2	1	3	4	1	0.6	1.067798836	0.791110428	5	5	53	53	0	1	197	4	33	2	1	1	18	16.2	1	1
2	1	3	5	1	0.6	1.163885454	1.081632332	5	5	53	53	0	1	196	5	66	2	1	3	18	16.2	1	1
2	1	3	6	1	0.7	1.032893731	0.498838667	5	5	60	53	1	1	195	6	148	2	1	1	18	16.2	0	1
2	1	3	7	0	0.6	1.227801761	1.413186409	5	5	53	53	1	1	194	7	97	1	0	2	18	16.2	1	1
2	1	3	8	1	0.7	0.894959666	0.940897084	5	5	53	53	1	0	193	8	75	1	1	3	18	16.2	1	1
2	1	3	9	1	0.7	0.653052244	0.795545689	5	5	60	53	0	1	192	9	172	2	1	1	18	16.2	0	1
2	1	3	10	1	0.6	0.768587619	0.739900474	5	5	53	53	1	0	191	10	17	1	1	3	18	16.2	1	1
2	1	3	11	1	0.6	0.77251678	0.667104666	5	5	60	53	0	1	190	11	164	2	1	1	18	16.2	0	1
2	1	3	12	1	0.7	0.884168343	0.499905066	5	5	60	53	1	1	189	12	141	2	1	1	18	16.2	0	1
2	1	3	13	0	0.5	2.276313163	0.465247879	5	5	53	53	0	0	188	13	39	2	0	2	18	16.2	1	1
2	1	3	14	0	0.5	0.95415495	0.533954806	5	5	60	53	1	1	187	14	150	1	1	3	18	16.2	0	1
2	1	3	15	0	0.6	1.134395735	0.595242158	5	5	53	53	0	0	186	15	54	2	0	2	18	16.2	1	1
2	1	3	16	0	0.5	2.635827436	0.563732854	5	5	53	53	0	1	185	16	14	1	1	3	18	16.2	1	1
2	1	3	17	0	0.6	1.107849599	0.47003433	5	5	53	53	0	0	184	17	42	2	0	4	18	16.2	1	1
2	1	3	18	0	0.6	1.382583016	0.807463066	5	5	60	53	1	0	183	18	190	2	1	3	18	16.2	0	1
2	1	3	19	1	0.7	1.041913066	0.466412741	5	5	53	53	1	0	182	19	62	1	1	1	18	16.2	1	1
2	1	3	20	1	0.7	0.693185113	0.895434142	5	5	60	53	1	1	181	20	127	2	1	3	18	16.2	0	1
2	1	3	21	1	0.5	1.122335957	0.740627229	5	5	53	53	1	1	180	21	57	2	1	3	18	16.2	1	1
2	1	3	22	1	0.5	1.074903142	1.169903925	5	5	53	53	0	1	179	22	90	2	0	4	18	16.2	1	1
2	1	3	23	1	0.6	0.817148091	1.539208549	5	5	53	53	0	0	178	23	77	1	1	1	18	16.2	1	1
2	1	3	24	1	0.6	0.795936841	0.910042053	5	5	60	53	1	1	177	24	106	2	1	3	18	16.2	0	1
2	1	3	25	1	0.5	0.667764069	0.90709013	5	5	53	53	1	0	176	25	80	1	1	3	18	16.2	1	1
2	1	3	26	0	0.7	0.832884943	0.610625253	5	5	53	53	1	0	175	26	51	2	0	2	18	16.2	1	1
2	1	3	27	1	0.7	0.700849592	0.551690075	5	5	60	53	0	1	174	27	102	2	1	3	18	16.2	0	1
2	1	3	28	0	0.6	0.619840229	0.39414901	5	5	60	53	0	0	173	28	161	2	1	3	18	16.2	0	1
2	1	3	29	0	0.5	0.727526902	0.450979612	5	5	53	53	1	1	172	29	2	1	0	2	18	16.2	1	1
2	1	3	30	0	0.5	0.671124271	0.412336175	5	5	60	53	0	0	171	30	122	2	0	4	18	16.2	0	1
2	1	3	31	0	0.6	0.700038166	0.43965108	5	5	53	53	1	1	170	31	37	1	1	3	18	16.2	1	1
